"","pais","sexo","rango_edad","tasa_suicidio"
"1718","Brunei Darussalam"," Male","50to59",8.6
"1719","Brunei Darussalam"," Female","50to59",5.7
"1720","Bulgaria"," Both sexes","50to59",13.8
"1721","Bulgaria"," Male","50to59",22.9
"1722","Bulgaria"," Female","50to59",4.9
"1723","Burkina Faso"," Both sexes","50to59",23.4
"1724","Burkina Faso"," Male","50to59",34
"1725","Burkina Faso"," Female","50to59",14.8
"1726","Burundi"," Both sexes","50to59",23.9
"1727","Burundi"," Male","50to59",34.8
"1728","Burundi"," Female","50to59",13.5
"1729","Cabo Verde"," Both sexes","50to59",31.6
"1730","Cabo Verde"," Male","50to59",50.2
"1731","Cabo Verde"," Female","50to59",15.4
"1732","Cambodia"," Both sexes","50to59",5.1
"1733","Cambodia"," Male","50to59",7.3
"1734","Cambodia"," Female","50to59",3.3
"1735","Cameroon"," Both sexes","50to59",29.2
"1736","Cameroon"," Male","50to59",37.2
"1737","Cameroon"," Female","50to59",21.5
"1738","Canada"," Both sexes","50to59",19.7
"1739","Canada"," Male","50to59",29
"1740","Canada"," Female","50to59",10.2
"1741","Central African Republic"," Both sexes","50to59",18.8
"1742","Central African Republic"," Male","50to59",27.6
"1743","Central African Republic"," Female","50to59",10.6
"1744","Chad"," Both sexes","50to59",25.9
"1745","Chad"," Male","50to59",24.5
"1746","Chad"," Female","50to59",27.1
"1747","Chile"," Both sexes","50to59",14.3
"1748","Chile"," Male","50to59",22.6
"1749","Chile"," Female","50to59",6.2
"1750","China"," Both sexes","50to59",10.5
"1751","China"," Male","50to59",9
"1752","China"," Female","50to59",12.1
"1753","Colombia"," Both sexes","50to59",8
"1754","Colombia"," Male","50to59",13.9
"1755","Colombia"," Female","50to59",2.7
"1756","Comoros"," Both sexes","50to59",20
"1757","Comoros"," Male","50to59",30.4
"1758","Comoros"," Female","50to59",9.8
"1759","Congo"," Both sexes","50to59",16.1
"1760","Congo"," Male","50to59",23.4
"1761","Congo"," Female","50to59",8.8
"1762","Costa Rica"," Both sexes","50to59",11.5
"1763","Costa Rica"," Male","50to59",20
"1764","Costa Rica"," Female","50to59",3.4
"1765","Côte d'Ivoire"," Both sexes","50to59",33.6
"1766","Côte d'Ivoire"," Male","50to59",45.5
"1767","Côte d'Ivoire"," Female","50to59",19.8
"1768","Croatia"," Both sexes","50to59",22.2
"1769","Croatia"," Male","50to59",37
"1770","Croatia"," Female","50to59",8.1
"1771","Cuba"," Both sexes","50to59",17.8
"1772","Cuba"," Male","50to59",27.8
"1773","Cuba"," Female","50to59",7.9
"1774","Cyprus"," Both sexes","50to59",6.3
"1775","Cyprus"," Male","50to59",9.9
"1776","Cyprus"," Female","50to59",2.7
"1777","Czechia"," Both sexes","50to59",18.6
"1778","Czechia"," Male","50to59",29.8
"1779","Czechia"," Female","50to59",7.4
"1780","Democratic People's Republic of Korea"," Both sexes","50to59",11.3
"1781","Democratic People's Republic of Korea"," Male","50to59",16.2
"1782","Democratic People's Republic of Korea"," Female","50to59",6.7
"1783","Democratic Republic of the Congo"," Both sexes","50to59",15.6
"1784","Democratic Republic of the Congo"," Male","50to59",23.8
"1785","Democratic Republic of the Congo"," Female","50to59",7.8
"1786","Denmark"," Both sexes","50to59",17.6
"1787","Denmark"," Male","50to59",25.7
"1788","Denmark"," Female","50to59",9.4
"1789","Djibouti"," Both sexes","50to59",11.8
"1790","Djibouti"," Male","50to59",15.9
"1791","Djibouti"," Female","50to59",7.7
"1792","Dominican Republic"," Both sexes","50to59",12.6
"1793","Dominican Republic"," Male","50to59",22.3
"1794","Dominican Republic"," Female","50to59",3.1
"1795","Ecuador"," Both sexes","50to59",6.6
"1796","Ecuador"," Male","50to59",10.5
"1797","Ecuador"," Female","50to59",2.8
"1798","Egypt"," Both sexes","50to59",6.4
"1799","Egypt"," Male","50to59",10.7
"1800","Egypt"," Female","50to59",2.1
"1801","El Salvador"," Both sexes","50to59",11.9
"1802","El Salvador"," Male","50to59",24.8
"1803","El Salvador"," Female","50to59",2.3
"1804","Equatorial Guinea"," Both sexes","50to59",30.3
"1805","Equatorial Guinea"," Male","50to59",42.7
"1806","Equatorial Guinea"," Female","50to59",16.1
"1807","Eritrea"," Both sexes","50to59",29.2
"1808","Eritrea"," Male","50to59",45.3
"1809","Eritrea"," Female","50to59",14.2
"1810","Estonia"," Both sexes","50to59",24.5
"1811","Estonia"," Male","50to59",42.3
"1812","Estonia"," Female","50to59",8.6
"1813","Eswatini"," Both sexes","50to59",24.7
"1814","Eswatini"," Male","50to59",38
"1815","Eswatini"," Female","50to59",15.8
"1816","Ethiopia"," Both sexes","50to59",16
"1817","Ethiopia"," Male","50to59",26.3
"1818","Ethiopia"," Female","50to59",6.9
"1819","Fiji"," Both sexes","50to59",3.2
"1820","Fiji"," Male","50to59",4.3
"1821","Fiji"," Female","50to59",2.2
"1822","Finland"," Both sexes","50to59",22.4
"1823","Finland"," Male","50to59",32.9
"1824","Finland"," Female","50to59",12
"1825","France"," Both sexes","50to59",23.2
"1826","France"," Male","50to59",35
"1827","France"," Female","50to59",11.8
"1828","Gabon"," Both sexes","50to59",14.5
"1829","Gabon"," Male","50to59",21.5
"1830","Gabon"," Female","50to59",7
"1831","Gambia"," Both sexes","50to59",15.3
"1832","Gambia"," Male","50to59",18.5
"1833","Gambia"," Female","50to59",12.4
"1834","Georgia"," Both sexes","50to59",12.5
"1835","Georgia"," Male","50to59",22.8
"1836","Georgia"," Female","50to59",3.6
"1837","Germany"," Both sexes","50to59",17.3
"1838","Germany"," Male","50to59",25
"1839","Germany"," Female","50to59",9.4
"1840","Ghana"," Both sexes","50to59",12.5
"1841","Ghana"," Male","50to59",22.4
"1842","Ghana"," Female","50to59",3.4
"1843","Greece"," Both sexes","50to59",7.5
"1844","Greece"," Male","50to59",12.3
"1845","Greece"," Female","50to59",2.8
"1846","Grenada"," Both sexes","50to59",0
"1847","Grenada"," Male","50to59",0
"1848","Grenada"," Female","50to59",0
"1849","Guatemala"," Both sexes","50to59",3.1
"1850","Guatemala"," Male","50to59",5.6
"1851","Guatemala"," Female","50to59",1
"1852","Guinea"," Both sexes","50to59",15.9
"1853","Guinea"," Male","50to59",18.7
"1854","Guinea"," Female","50to59",13.3
"1855","Guinea-Bissau"," Both sexes","50to59",9.3
"1856","Guinea-Bissau"," Male","50to59",11.2
"1857","Guinea-Bissau"," Female","50to59",7.5
"1858","Guyana"," Both sexes","50to59",46.6
"1859","Guyana"," Male","50to59",73.8
"1860","Guyana"," Female","50to59",19.1
"1861","Haiti"," Both sexes","50to59",10.7
"1862","Haiti"," Male","50to59",17.5
"1863","Haiti"," Female","50to59",4.4
"1864","Honduras"," Both sexes","50to59",5.4
"1865","Honduras"," Male","50to59",8.5
"1866","Honduras"," Female","50to59",2.6
"1867","Hungary"," Both sexes","50to59",30
"1868","Hungary"," Male","50to59",47.5
"1869","Hungary"," Female","50to59",14.2
"1870","Iceland"," Both sexes","50to59",13.4
"1871","Iceland"," Male","50to59",17.7
"1872","Iceland"," Female","50to59",9.3
"1873","India"," Both sexes","50to59",16.8
"1874","India"," Male","50to59",22.5
"1875","India"," Female","50to59",10.9
"1876","Indonesia"," Both sexes","50to59",4.6
"1877","Indonesia"," Male","50to59",6.9
"1878","Indonesia"," Female","50to59",2.4
"1879","Iran (Islamic Republic of)"," Both sexes","50to59",3.7
"1880","Iran (Islamic Republic of)"," Male","50to59",5.2
"1881","Iran (Islamic Republic of)"," Female","50to59",2.2
"1882","Iraq"," Both sexes","50to59",6.6
"1883","Iraq"," Male","50to59",8.3
"1884","Iraq"," Female","50to59",5
"1885","Ireland"," Both sexes","50to59",19.5
"1886","Ireland"," Male","50to59",31.8
"1887","Ireland"," Female","50to59",7.4
"1888","Israel"," Both sexes","50to59",9.4
"1889","Israel"," Male","50to59",15
"1890","Israel"," Female","50to59",4.1
"1891","Italy"," Both sexes","50to59",9.5
"1892","Italy"," Male","50to59",13.9
"1893","Italy"," Female","50to59",5.2
"1894","Jamaica"," Both sexes","50to59",2.9
"1895","Jamaica"," Male","50to59",4.9
"1896","Jamaica"," Female","50to59",1
"1897","Japan"," Both sexes","50to59",23.9
"1898","Japan"," Male","50to59",34.5
"1899","Japan"," Female","50to59",13.1
"1900","Jordan"," Both sexes","50to59",4.9
"1901","Jordan"," Male","50to59",6.5
"1902","Jordan"," Female","50to59",3.2
"1903","Kazakhstan"," Both sexes","50to59",32.8
"1904","Kazakhstan"," Male","50to59",61.6
"1905","Kazakhstan"," Female","50to59",8.3
"1906","Kenya"," Both sexes","50to59",8.4
"1907","Kenya"," Male","50to59",13.7
"1908","Kenya"," Female","50to59",3.7
"1909","Kiribati"," Both sexes","50to59",10.4
"1910","Kiribati"," Male","50to59",17.6
"1911","Kiribati"," Female","50to59",4.2
"1912","Kuwait"," Both sexes","50to59",2.3
"1913","Kuwait"," Male","50to59",3.7
"1914","Kuwait"," Female","50to59",0
"1915","Kyrgyzstan"," Both sexes","50to59",11.7
"1916","Kyrgyzstan"," Male","50to59",21.3
"1917","Kyrgyzstan"," Female","50to59",3.1
"1918","Lao People's Democratic Republic"," Both sexes","50to59",9.7
"1919","Lao People's Democratic Republic"," Male","50to59",13.7
"1920","Lao People's Democratic Republic"," Female","50to59",5.9
"1921","Latvia"," Both sexes","50to59",30.8
"1922","Latvia"," Male","50to59",57.7
"1923","Latvia"," Female","50to59",8
"1924","Lebanon"," Both sexes","50to59",5.2
"1925","Lebanon"," Male","50to59",7.2
"1926","Lebanon"," Female","50to59",2.4
"1927","Lesotho"," Both sexes","50to59",48.5
"1928","Lesotho"," Male","50to59",33.7
"1929","Lesotho"," Female","50to59",56.9
"1930","Liberia"," Both sexes","50to59",19.2
"1931","Liberia"," Male","50to59",19.8
"1932","Liberia"," Female","50to59",18.6
"1933","Libya"," Both sexes","50to59",7.8
"1934","Libya"," Male","50to59",13.3
"1935","Libya"," Female","50to59",2.5
"1936","Lithuania"," Both sexes","50to59",46
"1937","Lithuania"," Male","50to59",85.4
"1938","Lithuania"," Female","50to59",12.3
"1939","Luxembourg"," Both sexes","50to59",19.2
"1940","Luxembourg"," Male","50to59",28.6
"1941","Luxembourg"," Female","50to59",9.3
"1942","Madagascar"," Both sexes","50to59",11.3
"1943","Madagascar"," Male","50to59",16.3
"1944","Madagascar"," Female","50to59",6.5
"1945","Malawi"," Both sexes","50to59",11.7
"1946","Malawi"," Male","50to59",20.8
"1947","Malawi"," Female","50to59",4.7
"1948","Malaysia"," Both sexes","50to59",10.9
"1949","Malaysia"," Male","50to59",15.8
"1950","Malaysia"," Female","50to59",5.7
"1951","Maldives"," Both sexes","50to59",2.6
"1952","Maldives"," Male","50to59",3.7
"1953","Maldives"," Female","50to59",1.3
"1954","Mali"," Both sexes","50to59",12.6
"1955","Mali"," Male","50to59",18.8
"1956","Mali"," Female","50to59",7.3
"1957","Malta"," Both sexes","50to59",13.2
"1958","Malta"," Male","50to59",20.9
"1959","Malta"," Female","50to59",5.5
"1960","Mauritania"," Both sexes","50to59",12.9
"1961","Mauritania"," Male","50to59",19.9
"1962","Mauritania"," Female","50to59",6.1
"1963","Mauritius"," Both sexes","50to59",7.4
"1964","Mauritius"," Male","50to59",12.7
"1965","Mauritius"," Female","50to59",2.3
"1966","Mexico"," Both sexes","50to59",5.9
"1967","Mexico"," Male","50to59",10.1
"1968","Mexico"," Female","50to59",2
"1969","Micronesia (Federated States of)"," Both sexes","50to59",9.3
"1970","Micronesia (Federated States of)"," Male","50to59",14.1
"1971","Micronesia (Federated States of)"," Female","50to59",4.7
"1972","Mongolia"," Both sexes","50to59",17.4
"1973","Mongolia"," Male","50to59",31.5
"1974","Mongolia"," Female","50to59",5.2
"1975","Montenegro"," Both sexes","50to59",13
"1976","Montenegro"," Male","50to59",18.7
"1977","Montenegro"," Female","50to59",7.3
"1978","Morocco"," Both sexes","50to59",3.3
"1979","Morocco"," Male","50to59",2.4
"1980","Morocco"," Female","50to59",4.2
"1981","Mozambique"," Both sexes","50to59",11.5
"1982","Mozambique"," Male","50to59",18.4
"1983","Mozambique"," Female","50to59",6
"1984","Myanmar"," Both sexes","50to59",8.8
"1985","Myanmar"," Male","50to59",7.4
"1986","Myanmar"," Female","50to59",10.1
"1987","Namibia"," Both sexes","50to59",20.8
"1988","Namibia"," Male","50to59",34.2
"1989","Namibia"," Female","50to59",10.1
"1990","Nepal"," Both sexes","50to59",10.8
"1991","Nepal"," Male","50to59",15.7
"1992","Nepal"," Female","50to59",5.9
"1993","Netherlands"," Both sexes","50to59",19.3
"1994","Netherlands"," Male","50to59",25.8
"1995","Netherlands"," Female","50to59",12.8
"1996","New Zealand"," Both sexes","50to59",14.6
"1997","New Zealand"," Male","50to59",20.8
"1998","New Zealand"," Female","50to59",8.9
"1999","Nicaragua"," Both sexes","50to59",9.8
"2000","Nicaragua"," Male","50to59",18.1
"2001","Nicaragua"," Female","50to59",2.9
"2002","Niger"," Both sexes","50to59",15.9
"2003","Niger"," Male","50to59",18
"2004","Niger"," Female","50to59",13.2
"2005","Nigeria"," Both sexes","50to59",26
"2006","Nigeria"," Male","50to59",25
"2007","Nigeria"," Female","50to59",27.1
"2008","Norway"," Both sexes","50to59",17.6
"2009","Norway"," Male","50to59",22.8
"2010","Norway"," Female","50to59",12.1
"2011","Oman"," Both sexes","50to59",3.6
"2012","Oman"," Male","50to59",4.7
"2013","Oman"," Female","50to59",1
"2014","Pakistan"," Both sexes","50to59",2.7
"2015","Pakistan"," Male","50to59",3.2
"2016","Pakistan"," Female","50to59",2.1
"2017","Panama"," Both sexes","50to59",5.2
"2018","Panama"," Male","50to59",8.7
"2019","Panama"," Female","50to59",1.8
"2020","Papua New Guinea"," Both sexes","50to59",7.9
"2021","Papua New Guinea"," Male","50to59",11.6
"2022","Papua New Guinea"," Female","50to59",4.2
"2023","Paraguay"," Both sexes","50to59",7.6
"2024","Paraguay"," Male","50to59",10.6
"2025","Paraguay"," Female","50to59",4.5
"2026","Peru"," Both sexes","50to59",7.2
"2027","Peru"," Male","50to59",11.9
"2028","Peru"," Female","50to59",2.8
"2029","Philippines"," Both sexes","50to59",3.8
"2030","Philippines"," Male","50to59",5.9
"2031","Philippines"," Female","50to59",1.8
"2032","Poland"," Both sexes","50to59",27.7
"2033","Poland"," Male","50to59",49.4
"2034","Poland"," Female","50to59",7.2
"2035","Portugal"," Both sexes","50to59",16.8
"2036","Portugal"," Male","50to59",26.5
"2037","Portugal"," Female","50to59",8.1
"2038","Qatar"," Both sexes","50to59",5.9
"2039","Qatar"," Male","50to59",7
"2040","Qatar"," Female","50to59",1.1
"2041","Republic of Korea"," Both sexes","50to59",35.6
"2042","Republic of Korea"," Male","50to59",56.8
"2043","Republic of Korea"," Female","50to59",14.6
"2044","Republic of Moldova"," Both sexes","50to59",27.8
"2045","Republic of Moldova"," Male","50to59",53.6
"2046","Republic of Moldova"," Female","50to59",5.9
"2047","Republic of North Macedonia"," Both sexes","50to59",12.7
"2048","Republic of North Macedonia"," Male","50to59",20.4
"2049","Republic of North Macedonia"," Female","50to59",5
"2050","Romania"," Both sexes","50to59",16.8
"2051","Romania"," Male","50to59",30.9
"2052","Romania"," Female","50to59",3.5
"2053","Russian Federation"," Both sexes","50to59",37.7
"2054","Russian Federation"," Male","50to59",72.4
"2055","Russian Federation"," Female","50to59",8.9
"2056","Rwanda"," Both sexes","50to59",17.5
"2057","Rwanda"," Male","50to59",25.7
"2058","Rwanda"," Female","50to59",9.3
"2059","Saint Lucia"," Both sexes","50to59",9.3
"2060","Saint Lucia"," Male","50to59",19.2
"2061","Saint Lucia"," Female","50to59",0
"2062","Saint Vincent and the Grenadines"," Both sexes","50to59",0.9
"2063","Saint Vincent and the Grenadines"," Male","50to59",1.8
"2064","Saint Vincent and the Grenadines"," Female","50to59",0
"2065","Samoa"," Both sexes","50to59",7
"2066","Samoa"," Male","50to59",11.3
"2067","Samoa"," Female","50to59",2.5
"2068","Sao Tome and Principe"," Both sexes","50to59",3.9
"2069","Sao Tome and Principe"," Male","50to59",5.7
"2070","Sao Tome and Principe"," Female","50to59",2.5
"2071","Saudi Arabia"," Both sexes","50to59",4.8
"2072","Saudi Arabia"," Male","50to59",6
"2073","Saudi Arabia"," Female","50to59",2.4
"2074","Senegal"," Both sexes","50to59",18.5
"2075","Senegal"," Male","50to59",31.7
"2076","Senegal"," Female","50to59",8.1
"2077","Serbia"," Both sexes","50to59",22.2
"2078","Serbia"," Male","50to59",35.3
"2079","Serbia"," Female","50to59",9.8
"2080","Seychelles"," Both sexes","50to59",14.6
"2081","Seychelles"," Male","50to59",27
"2082","Seychelles"," Female","50to59",2.9
"2083","Sierra Leone"," Both sexes","50to59",24.9
"2084","Sierra Leone"," Male","50to59",23.7
"2085","Sierra Leone"," Female","50to59",26
"2086","Singapore"," Both sexes","50to59",12.4
"2087","Singapore"," Male","50to59",18.2
"2088","Singapore"," Female","50to59",6.6
"2089","Slovakia"," Both sexes","50to59",21.9
"2090","Slovakia"," Male","50to59",37.8
"2091","Slovakia"," Female","50to59",6.8
"2092","Slovenia"," Both sexes","50to59",26.4
"2093","Slovenia"," Male","50to59",44.8
"2094","Slovenia"," Female","50to59",7.6
"2095","Solomon Islands"," Both sexes","50to59",5.8
"2096","Solomon Islands"," Male","50to59",8.7
"2097","Solomon Islands"," Female","50to59",2.7
"2098","Somalia"," Both sexes","50to59",12.4
"2099","Somalia"," Male","50to59",15.7
"2100","Somalia"," Female","50to59",9.1
"2101","South Africa"," Both sexes","50to59",24.7
"2102","South Africa"," Male","50to59",42.9
"2103","South Africa"," Female","50to59",9.4
"2104","South Sudan"," Both sexes","50to59",9.7
"2105","South Sudan"," Male","50to59",12.4
"2106","South Sudan"," Female","50to59",7.2
"2107","Spain"," Both sexes","50to59",11.8
"2108","Spain"," Male","50to59",18.1
"2109","Spain"," Female","50to59",5.6
"2110","Sri Lanka"," Both sexes","50to59",17
"2111","Sri Lanka"," Male","50to59",30.1
"2112","Sri Lanka"," Female","50to59",5.1
"2113","Sudan"," Both sexes","50to59",6.7
"2114","Sudan"," Male","50to59",10.3
"2115","Sudan"," Female","50to59",3.3
"2116","Suriname"," Both sexes","50to59",38.5
"2117","Suriname"," Male","50to59",61.3
"2118","Suriname"," Female","50to59",15.9
"2119","Sweden"," Both sexes","50to59",20.3
"2120","Sweden"," Male","50to59",26.2
"2121","Sweden"," Female","50to59",14.1
"2122","Switzerland"," Both sexes","50to59",21.7
"2123","Switzerland"," Male","50to59",29.3
"2124","Switzerland"," Female","50to59",13.9
"2125","Syrian Arab Republic"," Both sexes","50to59",2.8
"2126","Syrian Arab Republic"," Male","50to59",4.7
"2127","Syrian Arab Republic"," Female","50to59",1.2
"2128","Tajikistan"," Both sexes","50to59",6
"2129","Tajikistan"," Male","50to59",10.6
"2130","Tajikistan"," Female","50to59",1.9
"2131","Thailand"," Both sexes","50to59",17
"2132","Thailand"," Male","50to59",26.3
"2133","Thailand"," Female","50to59",8.5
"2134","Timor-Leste"," Both sexes","50to59",7.7
"2135","Timor-Leste"," Male","50to59",10.8
"2136","Timor-Leste"," Female","50to59",4.5
"2137","Togo"," Both sexes","50to59",24.8
"2138","Togo"," Male","50to59",34.7
"2139","Togo"," Female","50to59",15.5
"2140","Tonga"," Both sexes","50to59",5.2
"2141","Tonga"," Male","50to59",7
"2142","Tonga"," Female","50to59",3.2
